,transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,Profit Margin
1901,1902,58,1186,2017-11-23,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,1970-01-01,771.12
1902,1903,39,1398,2017-11-24,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,1970-01-01,1230.27
1903,1904,95,3015,2017-06-17,1.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,1970-01-01,41.129999999999995
1904,1905,56,2645,2017-10-23,0.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,1970-01-01,75.75
1905,1906,6,1884,2017-02-26,1.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,1970-01-01,91.15
1906,1907,60,3477,2017-05-06,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,1970-01-01,217.51
1907,1908,75,2762,2017-12-14,1.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,1970-01-01,1010.02
1908,1909,45,1113,2017-10-31,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99,1970-01-01,356.5
1909,1910,0,1662,2017-07-16,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,1970-01-01,75.48000000000002
1910,1911,0,1109,2017-04-01,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,1970-01-01,135.84999999999997
1911,1912,62,2286,2017-01-15,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8,1970-01-01,409.8600000000001
1912,1913,1,2803,2017-08-09,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,1970-01-01,448.67999999999995
1913,1914,15,1740,2017-05-12,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,1970-01-01,209.84000000000003
1914,1915,12,2367,2017-08-08,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,1970-01-01,1069.5500000000002
1915,1916,91,2361,2017-03-08,0.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,1970-01-01,128.45999999999992
1916,1917,79,450,2017-09-16,0.0,Cancelled,Norco Bicycles,Standard,medium,medium,1555.58,818.01,1970-01-01,737.5699999999999
1917,1918,88,2296,2017-10-19,0.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,1970-01-01,817.36
1918,1919,57,1941,2017-03-16,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1970-01-01,1630.25
1919,1920,51,1399,2017-01-02,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,1970-01-01,802.26
1920,1921,95,947,2017-08-18,1.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,1970-01-01,41.129999999999995
1921,1922,21,942,2017-08-09,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,1970-01-01,690.49
1922,1923,90,2307,2017-09-20,1.0,Approved,Solex,Standard,low,medium,945.04,507.58,1970-01-01,437.46
1923,1924,28,177,2017-05-18,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13,1970-01-01,187.38999999999987
1924,1925,90,2877,2017-09-09,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,1970-01-01,72.59999999999997
1925,1926,62,338,2017-06-29,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,1970-01-01,179.44
1926,1927,0,676,2017-07-01,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,1970-01-01,104.24000000000001
1927,1928,2,166,2017-05-31,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,1970-01-01,17.869999999999997
1928,1929,0,2790,2017-02-12,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,1970-01-01,45.96000000000001
1929,1930,69,2318,2017-04-01,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,1970-01-01,198.22000000000003
1930,1931,93,1829,2017-09-23,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,1970-01-01,834.9399999999999
1931,1932,24,2435,2017-07-22,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,1970-01-01,957.02
1932,1933,89,119,2017-08-09,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,1970-01-01,1230.27
1933,1934,18,1220,2017-02-23,1.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,1970-01-01,459.46000000000015
1934,1935,62,337,2017-05-02,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8,1970-01-01,409.8600000000001
1935,1936,12,254,2017-08-21,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,1970-01-01,1069.5500000000002
1936,1937,12,1583,2017-02-07,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,1970-01-01,1069.5500000000002
1937,1938,27,664,2017-05-25,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,1970-01-01,903.11
1938,1939,74,142,2017-12-26,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,1970-01-01,827.1599999999999
1939,1940,27,2422,2017-03-16,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,1970-01-01,903.11
1940,1941,2,666,2017-08-28,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,1970-01-01,64.92999999999995
1941,1942,93,423,2017-03-13,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,1970-01-01,834.9399999999999
1942,1943,0,414,2017-07-17,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,1970-01-01,104.24000000000001
1943,1944,23,680,2017-04-30,1.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,1970-01-01,817.36
1944,1945,7,2244,2017-10-28,0.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,1970-01-01,745.94
1945,1946,60,1911,2017-09-29,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,1970-01-01,217.51
1946,1947,92,2765,2017-06-30,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,1970-01-01,155.6500000000001
1947,1948,87,2245,2017-02-11,1.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,1970-01-01,471.6
1948,1949,1,80,2017-12-02,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,1970-01-01,448.67999999999995
1949,1950,69,2936,2017-07-26,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,1970-01-01,198.22000000000003
1950,1951,53,2100,2017-07-01,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1970-01-01,693.76
1951,1952,74,3117,2017-05-28,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,1970-01-01,827.1599999999999
1952,1953,5,1724,2017-09-18,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,1970-01-01,451.6500000000001
1953,1954,42,1664,2017-01-18,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,1970-01-01,199.0999999999999
1954,1955,67,2390,2017-07-21,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,1970-01-01,167.20999999999998
1955,1956,71,611,2017-03-29,0.0,Approved,Solex,Standard,high,large,1842.92,1105.75,1970-01-01,737.1700000000001
1956,1957,89,3086,2017-12-19,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,1970-01-01,1230.27
1957,1958,45,2355,2017-02-03,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,1970-01-01,356.5
1958,1959,42,2383,2017-06-20,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,1970-01-01,199.0999999999999
1959,1960,59,89,2017-10-29,0.0,Approved,Solex,Standard,medium,large,1061.56,733.58,1970-01-01,327.9799999999999
1960,1961,51,1682,2017-07-30,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,1970-01-01,802.26
1961,1962,71,3094,2017-07-22,1.0,Approved,Solex,Standard,high,large,1842.92,1105.75,1970-01-01,737.1700000000001
1962,1963,55,3015,2017-10-07,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,1970-01-01,1295.43
1963,1964,67,2955,2017-04-13,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,1970-01-01,690.49
1964,1965,85,3126,2017-11-06,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,1970-01-01,827.1599999999999
1965,1966,55,3010,2017-02-14,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,1970-01-01,1295.43
1966,1967,54,2284,2017-04-11,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,1970-01-01,1028.76
1967,1968,77,1995,2017-02-13,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,1970-01-01,445.2099999999999
1968,1969,50,626,2017-04-15,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,1970-01-01,43.97
1969,1970,12,3287,2017-06-05,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,1970-01-01,1069.5500000000002
1970,1971,45,1914,2017-12-18,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99,1970-01-01,356.5
1971,1972,36,125,2017-01-13,1.0,Approved,Solex,Standard,low,medium,945.04,507.58,1970-01-01,437.46
1972,1973,92,2458,2017-10-02,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1970-01-01,1630.25
1973,1974,31,2854,2017-08-24,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,1970-01-01,547.28
1974,1975,92,2474,2017-08-23,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1970-01-01,1630.25
1975,1976,3,3474,2017-08-26,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1970-01-01,1702.5499999999997
1976,1977,0,2965,2017-04-19,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,1970-01-01,133.38
1977,1978,5,1766,2017-01-07,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,1970-01-01,114.93
1978,1979,10,1469,2017-05-26,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,1970-01-01,1103.43
1979,1980,53,496,2017-04-20,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1970-01-01,693.76
1980,1981,49,825,2017-03-19,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,1970-01-01,133.38
1981,1982,19,1301,2017-12-18,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,1970-01-01,4.8
1982,1983,61,2859,2017-12-20,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,1970-01-01,64.50999999999999
1983,1984,36,2462,2017-04-27,0.0,Approved,Solex,Standard,low,medium,945.04,507.58,1970-01-01,437.46
1984,1985,62,865,2017-08-05,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,1970-01-01,179.44
1985,1986,30,2229,2017-07-31,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,1970-01-01,299.27
1986,1987,20,1883,2017-06-01,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,1970-01-01,195.33999999999992
1987,1988,83,2599,2017-07-09,1.0,Approved,Solex,Touring,medium,large,2083.94,675.03,1970-01-01,1408.91
1988,1989,35,3370,2017-08-22,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,1970-01-01,448.67999999999995
1989,1990,40,1816,2017-06-01,0.0,Cancelled,OHM Cycles,Standard,high,medium,1458.17,874.9,1970-01-01,583.2700000000001
1990,1991,85,769,2017-09-09,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,1970-01-01,547.28
1991,1992,27,2227,2017-02-23,0.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,1970-01-01,110.80999999999995
1992,1993,11,3428,2017-09-30,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,1970-01-01,509.97
1993,1994,4,116,2017-05-15,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,1970-01-01,451.6500000000001
1994,1995,78,2222,2017-03-24,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,1970-01-01,1055.82
1995,1996,18,1862,2017-09-30,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,1970-01-01,459.46000000000015
1996,1997,14,622,2017-02-19,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,1970-01-01,152.54999999999995
1997,1998,19,214,2017-01-02,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,1970-01-01,4.8
1998,1999,58,1478,2017-04-04,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,1970-01-01,450.77
1999,2000,62,2233,2017-10-05,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,1970-01-01,179.44
2000,2001,19,1677,2017-04-03,0.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,1970-01-01,4.8
2001,2002,42,440,2017-11-30,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,1970-01-01,199.0999999999999
2002,2003,65,1735,2017-04-30,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,1970-01-01,1028.76
2003,2004,42,1271,2017-06-26,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,1970-01-01,199.0999999999999
2004,2005,42,2244,2017-07-29,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,1970-01-01,199.0999999999999
2005,2006,4,348,2017-01-15,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,1970-01-01,451.6500000000001
2006,2007,1,2329,2017-01-24,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,1970-01-01,448.67999999999995
2007,2008,38,722,2017-01-01,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,1970-01-01,751.02
2008,2009,89,3201,2017-11-17,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1970-01-01,1305.25
2009,2010,24,3170,2017-04-02,1.0,Approved,Solex,Road,medium,large,1777.8,820.78,1970-01-01,957.02
2010,2011,95,2208,2017-07-06,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,1970-01-01,41.129999999999995
2011,2012,6,1572,2017-06-06,1.0,Approved,Solex,Standard,high,medium,748.17,448.9,1970-01-01,299.27
2012,2013,49,950,2017-05-19,0.0,Approved,Solex,Standard,medium,large,1061.56,733.58,1970-01-01,327.9799999999999
2013,2014,20,1149,2017-05-05,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,1970-01-01,195.33999999999992
2014,2015,29,796,2017-12-24,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,1970-01-01,135.84999999999997
2015,2016,40,272,2017-05-02,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,1970-01-01,583.2700000000001
2016,2017,58,743,2017-02-10,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,1970-01-01,771.12
2017,2018,98,1348,2017-05-23,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1970-01-01,693.76
2018,2019,67,2659,2017-01-23,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,1970-01-01,690.49
2019,2020,25,3493,2017-09-28,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,1970-01-01,802.26
2020,2021,35,1579,2017-03-02,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,1970-01-01,903.11
2021,2022,45,3462,2017-12-09,0.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,1970-01-01,745.94
2022,2023,66,438,2017-11-03,1.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,1970-01-01,574.6200000000001
2023,2024,50,1227,2017-10-30,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,1970-01-01,43.97
2024,2025,95,2221,2017-07-31,1.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,1970-01-01,41.129999999999995
2025,2026,65,832,2017-12-13,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,1970-01-01,1028.76
2026,2027,9,2106,2017-12-25,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1970-01-01,133.7800000000002
2027,2028,66,2039,2017-01-30,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,1970-01-01,574.6200000000001
2028,2029,86,1192,2017-05-21,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,1970-01-01,110.56
2029,2030,36,1553,2017-08-23,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,1970-01-01,1215.34
2030,2031,66,3178,2017-11-13,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,1970-01-01,64.92999999999995
2031,2032,41,1215,2017-09-05,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,1970-01-01,104.24000000000001
2032,2033,27,628,2017-03-21,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,1970-01-01,110.80999999999995
2033,2034,34,102,2017-11-18,0.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,1970-01-01,309.80999999999995
2034,2035,56,2935,2017-11-15,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,1970-01-01,45.96000000000001
2035,2036,68,1327,2017-12-24,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,1970-01-01,1592.19
2036,2037,95,1423,2017-03-28,1.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,1970-01-01,41.129999999999995
2037,2038,60,2567,2017-03-29,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,1970-01-01,217.51
2038,2039,0,2951,2017-09-18,0.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,1970-01-01,45.96000000000001
2039,2040,83,1232,2017-08-23,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,1970-01-01,1408.91
2040,2041,39,902,2017-06-06,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,1970-01-01,1230.27
2041,2042,18,1735,2017-07-22,1.0,Approved,Solex,Standard,medium,medium,575.27,431.45,1970-01-01,143.82
2042,2043,2,2509,2017-07-10,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,1970-01-01,17.869999999999997
2043,2044,0,3265,2017-10-03,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,1970-01-01,57.72999999999999
2044,2045,78,318,2017-04-24,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,1970-01-01,1055.82
2045,2046,8,1054,2017-12-25,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,1970-01-01,187.38999999999987
2046,2047,26,2948,2017-09-10,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1970-01-01,1230.3000000000002
2047,2048,27,2870,2017-07-09,0.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,1970-01-01,110.80999999999995
2048,2049,54,468,2017-04-06,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,1970-01-01,1028.76
2049,2050,20,563,2017-08-08,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,1970-01-01,195.33999999999992
2050,2051,38,65,2017-04-08,0.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,1970-01-01,751.02
2051,2052,22,1797,2017-05-30,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,1970-01-01,15.080000000000005
2052,2053,46,354,2017-06-30,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,1970-01-01,1215.34
2053,2054,12,3075,2017-01-27,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,1970-01-01,1069.5500000000002
2054,2055,73,2357,2017-04-02,1.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,1970-01-01,1612.25
2055,2056,0,2285,2017-04-11,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,1970-01-01,90.09999999999997
2056,2057,85,1657,2017-06-18,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,1970-01-01,547.28
2057,2058,66,1078,2017-08-12,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,1970-01-01,64.92999999999995
2058,2059,25,1611,2017-08-10,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,1970-01-01,802.26
2059,2060,82,2383,2017-12-09,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,1970-01-01,459.46000000000015
2060,2061,5,961,2017-05-07,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,1970-01-01,114.93
2061,2062,64,1500,2017-03-12,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,1970-01-01,872.8900000000001
2062,2063,50,1200,2017-03-09,0.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,1970-01-01,431.33000000000004
2063,2064,54,2117,2017-02-28,0.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,1970-01-01,1279.3999999999999
2064,2065,77,1999,2017-10-28,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,1970-01-01,445.2099999999999
2065,2066,19,405,2017-12-16,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,1970-01-01,114.93
2066,2067,0,804,2017-06-27,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,1970-01-01,90.09999999999997
2067,2068,6,3309,2017-09-17,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,1970-01-01,299.27
2068,2069,88,2536,2017-02-23,1.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,1970-01-01,817.36
2069,2070,82,3010,2017-04-06,1.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,1970-01-01,459.46000000000015
2070,2071,59,1591,2017-11-09,0.0,Approved,Solex,Standard,medium,large,1061.56,733.58,1970-01-01,327.9799999999999
2071,2072,45,617,2017-03-09,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,1970-01-01,356.5
2072,2073,88,1732,2017-08-14,1.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,1970-01-01,817.36
2073,2074,12,675,2017-12-30,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,1970-01-01,1069.5500000000002
2074,2075,23,3082,2017-09-23,0.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,1970-01-01,75.75
2075,2076,80,3268,2017-02-21,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1970-01-01,139.2299999999999
2076,2077,94,255,2017-07-23,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,1970-01-01,641.64
2077,2078,93,1696,2017-06-07,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,1970-01-01,583.2700000000001
2078,2079,77,1297,2017-12-28,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,1970-01-01,445.2099999999999
2079,2080,80,2977,2017-01-13,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1970-01-01,139.2299999999999
2080,2081,41,2672,2017-06-21,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,1970-01-01,104.24000000000001
2081,2082,19,1108,2017-03-23,0.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,1970-01-01,4.8
2082,2083,74,2822,2017-01-27,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,1970-01-01,827.1599999999999
2083,2084,46,495,2017-02-09,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,1970-01-01,1215.34
2084,2085,77,307,2017-10-09,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,1970-01-01,445.2099999999999
2085,2086,52,410,2017-12-01,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,1970-01-01,450.77
2086,2087,69,2240,2017-10-22,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,1970-01-01,445.2099999999999
2087,2088,2,2121,2017-01-09,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,1970-01-01,17.869999999999997
2088,2089,28,1748,2017-09-01,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1970-01-01,133.7800000000002
2089,2090,9,1611,2017-04-13,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1970-01-01,133.7800000000002
2090,2091,54,2715,2017-08-02,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,1970-01-01,1279.3999999999999
2091,2092,20,1893,2017-05-14,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,1970-01-01,195.33999999999992
2092,2093,14,185,2017-05-30,0.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,1970-01-01,152.54999999999995
2093,2094,94,261,2017-09-20,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,1970-01-01,641.64
2094,2095,15,280,2017-05-19,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,1970-01-01,209.84000000000003
2095,2096,34,515,2017-08-09,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,1970-01-01,1069.5500000000002
2096,2097,65,2188,2017-03-27,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,1970-01-01,1028.76
2097,2098,53,2447,2017-01-24,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1970-01-01,693.76
2098,2099,28,2891,2017-04-04,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13,1970-01-01,187.38999999999987
2099,2100,5,2221,2017-08-28,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,1970-01-01,114.93
2100,2101,51,888,2017-02-23,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,1970-01-01,802.26
2101,2102,23,1154,2017-02-14,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,1970-01-01,75.75
2102,2103,9,2935,2017-09-10,0.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,1970-01-01,75.13999999999999
2103,2104,47,3031,2017-12-28,1.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,1970-01-01,189.27999999999997
2104,2105,17,2304,2017-08-09,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8,1970-01-01,409.8600000000001
2105,2106,90,2336,2017-10-07,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,1970-01-01,72.59999999999997
2106,2107,89,1157,2017-03-12,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1970-01-01,1305.25
2107,2108,92,719,2017-07-15,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,1970-01-01,155.6500000000001
2108,2109,41,2114,2017-07-11,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,1970-01-01,209.84000000000003
2109,2110,60,482,2017-08-08,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,1970-01-01,217.51
2110,2111,93,2913,2017-09-26,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,1970-01-01,834.9399999999999
2111,2112,4,1949,2017-05-09,0.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,1970-01-01,451.6500000000001
2112,2113,19,1543,2017-05-21,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,1970-01-01,114.93
2113,2114,90,135,2017-05-25,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,1970-01-01,72.59999999999997
2114,2115,38,145,2017-09-12,0.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,1970-01-01,751.02
2115,2116,96,2210,2017-05-06,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,1970-01-01,641.64
2116,2117,59,2760,2017-11-08,0.0,Approved,Solex,Standard,medium,large,1061.56,733.58,1970-01-01,327.9799999999999
